Student_ID,Attendance_Percent,Average_Marks,Assignments_Submitted,Late_Submissions,Previous_Failures,Attendance_Trend,Absenteeism_Risk,Late_Submission_Risk,Dropout_Risk
2471,93,74,0,1,3,Increasing,Medium,Low,Low
2472,62,44,6,2,4,Decreasing,Low,Low,Medium
2473,81,26,5,10,0,Increasing,Medium,High,Low
2474,43,90,4,5,0,Decreasing,High,High,Low
2475,82,90,0,1,2,Increasing,Low,Low,High
2476,88,43,0,3,1,Stable,Low,Low,Medium
2477,70,30,5,1,4,Stable,Low,Low,Low
2478,97,92,9,8,4,Increasing,Medium,Low,High
2479,97,31,6,2,0,Increasing,Medium,Low,Medium
2480,37,54,9,9,2,Increasing,High,Low,Low
2481,31,82,9,9,0,Stable,High,High,Low
2482,70,87,0,5,0,Increasing,Low,High,High
2483,84,76,8,0,1,Increasing,Medium,Low,Low
2484,45,32,3,10,2,Decreasing,High,High,High
2485,91,42,4,9,1,Stable,Medium,High,Low
2486,77,58,1,2,2,Stable,Medium,Low,High
2487,59,99,9,7,4,Increasing,High,High,High
2488,41,31,7,4,3,Increasing,High,High,Low
2489,64,53,1,7,3,Decreasing,Low,High,High
2490,40,90,2,1,2,Increasing,High,High,High
2491,93,94,8,6,3,Stable,Medium,High,High
2492,79,50,1,8,0,Decreasing,High,High,Medium
2493,50,81,5,6,4,Stable,High,Low,Low
2494,98,32,3,2,4,Increasing,Medium,High,High
2495,77,50,6,6,3,Decreasing,Medium,High,High
2496,49,21,5,7,2,Stable,High,Low,Medium
2497,96,34,9,0,0,Stable,Medium,High,High
2498,73,76,8,2,2,Stable,Low,Low,Medium
2499,62,94,8,4,3,Increasing,Low,High,Medium
2500,90,53,9,5,4,Increasing,Low,High,Medium
2501,38,87,3,2,4,Increasing,High,Low,High
2502,97,94,0,3,2,Increasing,Low,High,High
2503,64,48,1,4,1,Stable,High,High,Low
2504,94,85,7,2,2,Decreasing,Medium,Low,High
2505,37,35,9,3,1,Increasing,High,Low,Low
2506,74,58,7,4,2,Decreasing,Medium,Low,Low
2507,76,96,1,1,1,Stable,Medium,Low,Medium
2508,69,56,3,9,1,Increasing,Medium,High,Low
2509,83,40,0,8,1,Stable,Medium,High,High
2510,75,63,6,9,1,Increasing,Low,High,Low
2511,76,38,3,7,0,Increasing,Medium,High,High
2512,44,90,10,5,1,Decreasing,High,Low,High
2513,48,27,7,9,1,Stable,Low,High,Low
2514,55,96,8,10,4,Stable,High,High,Low
2515,81,85,8,2,0,Stable,Medium,Low,Medium
2516,51,60,2,10,1,Decreasing,High,High,Medium
2517,50,94,4,1,3,Decreasing,High,High,Low
2518,80,89,5,6,0,Stable,Low,Low,Low
2519,67,80,5,7,4,Stable,Low,High,High
2520,49,45,9,9,2,Increasing,High,High,High
2521,58,90,7,0,4,Increasing,Medium,Low,Low
2522,80,89,5,5,4,Decreasing,High,High,Low
2523,33,48,5,6,0,Increasing,Medium,High,Low
2524,84,85,3,8,0,Stable,Medium,Low,Medium
2525,57,38,6,2,3,Stable,High,Low,Low
2526,33,87,7,1,3,Increasing,Medium,Low,High
2527,51,77,2,4,0,Increasing,High,High,Low
2528,74,89,6,9,0,Decreasing,Low,Low,Low
2529,96,76,2,0,0,Increasing,Medium,Low,Medium
2530,95,56,7,5,2,Decreasing,Medium,High,Low
2531,63,80,0,8,4,Increasing,Low,High,High
2532,84,49,0,9,3,Increasing,High,High,High
2533,30,90,5,8,3,Increasing,High,High,High
2534,67,92,9,6,1,Increasing,High,High,Low
2535,35,44,8,10,2,Stable,Low,Low,High
2536,54,84,3,6,0,Stable,High,High,High
2537,46,25,5,7,0,Stable,High,Low,High
2538,90,37,4,9,2,Increasing,Medium,High,Medium
2539,41,29,0,1,3,Decreasing,High,Low,High
2540,35,30,5,5,0,Increasing,High,High,Low
2541,56,84,8,4,1,Stable,Low,Low,Low
2542,37,96,2,4,3,Decreasing,High,High,High
2543,94,84,10,2,4,Decreasing,Medium,Low,Low
2544,86,71,2,2,2,Stable,Medium,Low,Medium
2545,69,86,1,5,3,Increasing,Low,High,Medium
2546,43,97,3,9,4,Decreasing,High,High,High
2547,64,50,9,9,1,Decreasing,Low,Low,Medium
2548,77,36,2,6,2,Stable,High,High,Low
2549,85,74,1,0,0,Decreasing,Low,Low,Low
2550,78,55,0,2,0,Decreasing,Low,Low,Low
2551,42,45,2,0,4,Decreasing,High,High,Low
2552,90,72,9,9,3,Increasing,Low,Low,High
2553,78,36,5,2,1,Increasing,Medium,Low,High
2554,75,44,8,4,4,Stable,Medium,High,High
2555,91,21,10,8,1,Increasing,Low,Low,Low
2556,37,24,4,2,1,Decreasing,High,High,High
2557,72,23,2,9,1,Increasing,Low,High,Low
2558,49,55,4,9,2,Decreasing,High,High,Low
2559,68,25,4,8,4,Decreasing,High,High,Medium
2560,78,40,4,0,2,Increasing,Low,High,High
2561,93,96,6,5,3,Increasing,Low,High,High
2562,91,45,4,8,3,Increasing,Medium,High,High
2563,83,74,6,4,0,Increasing,Medium,High,Low
2564,38,58,8,10,0,Stable,Medium,Low,Medium
2565,66,52,4,9,0,Increasing,Low,Low,Low
2566,78,33,1,1,3,Stable,Low,Low,Low
2567,70,75,4,4,1,Decreasing,Medium,High,Medium
2568,46,40,7,0,1,Stable,High,Low,High
2569,50,65,3,8,4,Decreasing,High,High,High
2570,80,35,1,9,3,Stable,High,High,High
2571,88,35,9,9,0,Stable,Medium,High,Low
2572,68,48,2,8,3,Decreasing,High,High,High
2573,84,27,8,5,1,Stable,Medium,High,High
2574,70,22,8,10,1,Decreasing,Medium,High,High
2575,68,38,7,8,2,Increasing,High,High,High
2576,42,85,7,2,2,Decreasing,High,Low,High
2577,93,98,7,3,4,Stable,Medium,Low,Low
2578,40,93,7,5,3,Increasing,High,High,High
2579,48,41,7,3,2,Stable,High,Low,Low
2580,40,65,0,0,2,Increasing,High,Low,High
2581,75,32,5,6,3,Decreasing,Low,Low,Medium
2582,74,52,8,4,1,Increasing,Medium,Low,Low
2583,30,24,7,7,4,Increasing,High,High,High
2584,69,96,2,8,4,Increasing,Low,High,High
2585,48,46,10,4,4,Stable,High,Low,Medium
2586,90,97,0,7,2,Increasing,Medium,High,Low
2587,41,43,1,0,1,Decreasing,High,High,High
2588,90,86,10,0,4,Decreasing,Low,Low,Medium
2589,62,82,1,6,3,Decreasing,Low,High,High
2590,74,67,6,5,4,Increasing,High,High,High
2591,98,82,5,4,0,Decreasing,Low,High,Medium
2592,37,97,10,4,1,Stable,High,Low,Low
2593,54,31,1,8,0,Decreasing,High,High,Low
2594,75,47,7,0,1,Increasing,Medium,Low,High
2595,59,63,8,7,3,Decreasing,High,High,High
2596,76,62,6,1,2,Increasing,Medium,Low,High
2597,78,36,3,6,2,Increasing,High,High,High
2598,76,59,0,5,1,Decreasing,Medium,High,Low
2599,47,68,3,9,4,Stable,High,High,High
2600,95,76,3,1,0,Stable,Medium,High,High
2601,97,83,7,2,3,Decreasing,Medium,Low,Medium
2602,62,94,3,3,4,Increasing,High,Low,High
2603,65,76,3,6,2,Decreasing,Low,High,Medium
2604,48,93,1,7,4,Increasing,High,High,Low
2605,57,93,9,10,0,Increasing,High,High,High
2606,69,89,6,1,2,Increasing,Low,Low,Medium
2607,44,95,3,7,1,Stable,Medium,High,Medium
2608,70,62,10,10,3,Stable,High,High,Low
2609,68,42,5,8,3,Decreasing,High,Low,High
2610,31,46,2,6,2,Stable,High,High,High
2611,92,77,6,0,1,Increasing,Low,Low,Medium
2612,58,56,5,5,0,Increasing,High,High,High
2613,95,25,2,7,3,Decreasing,Medium,High,High
2614,80,84,3,4,2,Increasing,Low,High,High
2615,39,25,9,1,3,Decreasing,High,Low,High
2616,43,69,4,4,1,Decreasing,High,High,High
2617,80,41,8,7,0,Increasing,Low,Low,High
2618,68,44,5,1,1,Stable,High,High,Low
2619,57,98,3,0,4,Increasing,High,Low,Medium
2620,32,91,10,3,1,Increasing,High,Low,Medium
2621,99,70,10,3,1,Decreasing,Low,Low,Medium
2622,56,67,6,8,3,Stable,High,Low,Low
2623,31,89,1,2,1,Decreasing,High,High,Low
2624,67,84,3,3,2,Increasing,High,Low,Low
2625,32,79,4,2,3,Decreasing,High,Low,Medium
2626,45,65,3,1,3,Decreasing,High,Low,Low
2627,69,55,3,3,4,Increasing,Medium,Low,Medium
2628,31,77,10,7,2,Decreasing,High,High,High
2629,70,95,8,0,1,Increasing,Low,Low,Medium
2630,41,57,10,7,4,Decreasing,High,High,High
2631,64,30,1,7,2,Stable,Medium,High,High
2632,94,31,5,2,4,Increasing,Low,Low,High
2633,84,61,7,9,0,Stable,Medium,High,High
2634,74,58,7,9,1,Decreasing,High,High,Low
2635,91,90,10,5,4,Stable,Medium,Low,High
2636,78,30,6,3,0,Stable,Low,Low,Medium
2637,54,55,9,0,1,Stable,High,Low,Low
2638,52,71,10,0,4,Decreasing,High,Low,Medium
2639,53,50,3,4,4,Increasing,Low,High,Medium
2640,67,52,6,7,4,Decreasing,Low,Low,Low
2641,57,32,9,0,4,Decreasing,High,Low,High
2642,50,37,5,1,3,Decreasing,High,Low,High
2643,83,60,10,6,4,Increasing,Low,Low,Low
2644,47,77,5,7,3,Decreasing,High,High,High
2645,65,75,1,2,3,Decreasing,Medium,High,Low
2646,74,43,7,10,0,Increasing,High,Low,High
2647,82,92,7,7,1,Increasing,Low,Low,Low
2648,59,50,10,0,3,Increasing,High,Low,Medium
2649,89,74,6,8,2,Stable,Medium,High,Low
2650,61,29,10,1,3,Increasing,Medium,Low,High
2651,96,79,8,1,2,Stable,Medium,Low,Low
2652,96,21,7,3,0,Stable,Medium,Low,Medium
2653,57,34,8,9,2,Decreasing,High,High,Low
2654,73,22,8,2,0,Stable,Low,Low,Low
2655,70,62,5,3,0,Decreasing,High,Low,High
2656,92,50,1,5,0,Stable,Low,High,Low
2657,52,89,6,6,2,Increasing,High,Low,High
2658,77,86,2,4,2,Decreasing,Low,High,Medium
2659,61,75,6,1,0,Stable,Medium,Low,Low
2660,86,82,8,2,0,Decreasing,Low,High,Low
2661,62,94,9,9,1,Increasing,High,Low,Medium
2662,53,34,9,10,0,Stable,High,High,High
2663,68,29,1,2,4,Stable,Medium,Low,Medium
2664,63,57,5,4,1,Increasing,Low,Low,Low
2665,85,66,5,10,1,Stable,High,High,Low
2666,57,76,8,4,1,Stable,High,High,Low
2667,66,69,8,3,4,Decreasing,Low,Low,Medium
2668,36,90,4,7,1,Stable,Medium,High,High
2669,97,34,4,5,1,Increasing,Medium,High,High
2670,66,37,8,5,2,Stable,Medium,High,Low
2671,85,21,7,0,2,Decreasing,High,Low,Low
2672,94,62,6,5,0,Stable,Low,High,Low
2673,94,45,7,2,0,Decreasing,Medium,Low,Low
2674,76,90,5,5,3,Stable,Low,High,Medium
2675,49,57,2,9,4,Decreasing,High,High,Medium
2676,48,61,6,10,2,Decreasing,Low,High,Medium
2677,58,24,7,5,0,Stable,Medium,High,Medium
2678,89,30,7,1,4,Increasing,Medium,Low,Low
2679,47,84,0,0,1,Increasing,High,Low,Medium
2680,64,53,6,10,4,Stable,Medium,High,Low
2681,72,20,2,2,2,Stable,Medium,Low,Low
2682,40,21,1,4,3,Stable,High,High,Low
2683,78,39,1,3,2,Stable,Medium,Low,Low
2684,67,80,7,6,0,Stable,Low,High,Medium
2685,93,40,8,3,0,Increasing,Low,Low,Medium
2686,98,87,2,7,4,Decreasing,Medium,High,High
2687,37,31,2,6,2,Decreasing,High,High,High
2688,63,41,5,9,0,Increasing,Medium,High,Medium
2689,77,39,10,8,1,Increasing,Low,High,High
2690,85,20,9,0,1,Decreasing,Medium,Low,Medium
2691,94,49,0,4,3,Increasing,Low,High,High
2692,60,43,5,3,4,Stable,Low,Low,High
2693,33,33,2,5,0,Increasing,Low,High,Medium
2694,79,55,10,0,3,Increasing,Low,Low,Medium
2695,98,88,3,5,1,Increasing,Low,High,High
2696,59,94,8,0,3,Increasing,Medium,Low,Medium
2697,88,43,2,0,3,Decreasing,Medium,Low,High
2698,96,79,0,7,0,Decreasing,Medium,High,Medium
2699,74,74,2,1,0,Decreasing,Low,Low,Medium
2700,33,96,6,9,0,Decreasing,High,High,Medium
2701,55,99,6,5,4,Stable,High,High,High
2702,56,43,10,5,3,Stable,High,High,High
2703,75,96,4,5,3,Decreasing,Low,High,Low
2704,93,43,0,7,4,Decreasing,High,High,High
2705,80,73,10,3,1,Decreasing,Medium,Low,Low
2706,79,45,7,2,2,Increasing,Medium,Low,High
2707,35,85,9,5,1,Stable,High,High,Low
2708,88,99,7,3,4,Stable,Low,Low,Medium
2709,44,57,9,1,3,Increasing,High,Low,Medium
2710,59,84,9,5,3,Increasing,Low,High,High
2711,71,94,9,9,0,Increasing,High,High,Medium
2712,66,70,1,4,0,Stable,High,High,Medium
2713,71,54,9,10,3,Increasing,Low,High,High
2714,64,62,2,8,3,Increasing,Medium,High,High
2715,35,48,3,10,0,Increasing,High,High,Low
2716,97,56,0,5,0,Decreasing,Low,Low,Low
2717,47,77,3,2,1,Increasing,Medium,High,Low
2718,58,73,4,10,3,Decreasing,High,High,Low
2719,88,58,2,4,3,Stable,Low,High,High
2720,76,61,10,9,4,Stable,High,High,Low
2721,46,47,9,7,1,Stable,Low,Low,Medium
2722,51,48,1,8,2,Decreasing,High,High,High
2723,97,62,5,7,2,Increasing,Medium,High,Low
2724,98,22,7,2,2,Stable,Medium,High,High
2725,66,29,6,8,0,Increasing,Low,High,Low
2726,78,78,10,2,2,Decreasing,High,Low,Medium
2727,42,33,0,7,4,Stable,Low,High,High
2728,63,95,3,9,0,Increasing,Low,High,Low
2729,82,66,2,8,0,Increasing,Low,High,Low
2730,80,61,5,6,2,Stable,Low,High,High
2731,32,51,8,3,0,Increasing,High,Low,Low
2732,71,51,8,9,1,Decreasing,High,High,High
2733,61,61,6,8,1,Stable,Low,High,High
2734,80,51,8,2,2,Stable,Medium,High,Low
2735,75,45,7,2,4,Stable,Low,Low,High
2736,50,20,4,1,0,Stable,High,Low,High
2737,73,75,8,9,3,Decreasing,High,High,High
2738,40,21,6,2,2,Decreasing,High,Low,High
2739,97,49,4,0,0,Increasing,Low,Low,High
2740,30,90,7,3,2,Decreasing,High,Low,Low
2741,92,71,6,7,2,Increasing,Medium,High,High
2742,53,28,8,4,4,Increasing,High,High,High
2743,42,41,9,1,3,Stable,High,Low,High
2744,40,53,0,2,0,Increasing,Low,High,Medium
2745,80,68,8,0,2,Stable,Low,Low,Medium
2746,46,20,6,1,2,Increasing,High,Low,High
2747,53,92,0,0,0,Decreasing,High,Low,High
2748,48,72,0,1,2,Stable,Low,Low,High
2749,66,59,4,2,2,Increasing,Medium,Low,High
2750,37,64,7,0,2,Decreasing,High,High,Low
2751,57,87,8,10,1,Decreasing,High,High,High
2752,34,28,5,8,1,Stable,High,High,High
2753,46,41,9,9,3,Stable,High,High,High
2754,65,37,7,4,4,Stable,Low,High,Low
2755,48,95,5,7,0,Increasing,High,High,Low
2756,93,62,10,4,4,Stable,Low,High,Low
2757,40,58,5,7,4,Decreasing,High,Low,Low
2758,83,92,3,6,1,Decreasing,High,Low,Medium
2759,74,25,10,3,3,Stable,Low,Low,Low
2760,76,67,4,6,4,Stable,Medium,High,Medium
2761,41,26,1,5,4,Decreasing,High,High,High
2762,50,99,2,2,2,Increasing,Medium,Low,Medium
2763,40,88,2,8,0,Decreasing,Medium,High,Medium
2764,34,35,10,9,3,Decreasing,High,High,Low
2765,85,20,4,8,0,Decreasing,High,High,High
2766,49,56,4,4,1,Stable,High,High,High
2767,70,56,5,7,4,Increasing,High,High,Low
2768,75,83,4,6,4,Increasing,Medium,High,Low
2769,41,81,5,8,0,Stable,High,High,Low
2770,99,91,7,6,1,Decreasing,Medium,High,Low
2771,46,80,1,3,2,Stable,High,High,High
2772,48,52,3,3,2,Stable,High,High,High
2773,55,85,5,10,4,Increasing,Medium,Low,Medium
2774,77,49,4,7,4,Increasing,Medium,High,Low
2775,81,39,0,5,3,Stable,Low,High,High
2776,99,79,8,8,0,Stable,Medium,High,High
2777,84,93,2,9,4,Increasing,Medium,High,High
2778,62,43,1,6,1,Increasing,High,High,High
2779,91,23,8,6,0,Decreasing,Low,High,High
2780,52,56,6,3,3,Stable,High,Low,Low
2781,44,23,4,2,2,Decreasing,High,Low,Low
2782,56,96,5,7,3,Decreasing,Medium,Low,Low
2783,93,96,10,6,0,Decreasing,Medium,Low,Medium
2784,80,37,3,3,2,Increasing,Low,High,Medium
2785,82,85,0,3,1,Decreasing,Medium,High,Medium
2786,80,67,3,0,2,Increasing,Low,Low,Medium
2787,76,52,8,10,2,Increasing,Low,High,High
2788,33,77,0,6,1,Increasing,Medium,High,Low
2789,36,92,9,0,4,Stable,Low,Low,Medium
2790,64,47,2,9,4,Decreasing,Low,High,High
2791,77,54,4,9,2,Increasing,Medium,High,High
2792,74,29,6,3,2,Stable,Low,Low,High
2793,48,84,8,10,3,Stable,High,Low,High
2794,92,61,5,2,4,Stable,High,Low,High
2795,67,28,2,10,1,Increasing,Low,High,High
2796,96,79,6,2,2,Increasing,Medium,Low,High
2797,88,34,3,0,2,Increasing,Medium,High,High
2798,98,76,2,3,3,Stable,Medium,Low,Low
2799,42,88,6,0,3,Increasing,High,Low,High
2800,76,41,10,7,3,Decreasing,Medium,Low,High
2801,90,83,10,0,0,Increasing,Low,Low,Medium
2802,60,60,6,5,1,Increasing,High,Low,Low
2803,51,90,3,6,0,Decreasing,High,High,Medium
2804,72,75,6,9,2,Increasing,Low,Low,Medium
2805,96,42,10,1,3,Increasing,Medium,Low,Low
2806,83,44,1,3,3,Increasing,Low,Low,Low
2807,39,25,0,10,3,Increasing,High,High,Low
2808,71,53,1,2,4,Stable,High,Low,Medium
2809,93,82,3,8,1,Increasing,Low,High,Low
2810,50,28,7,6,0,Decreasing,High,High,Low
2811,95,79,2,1,1,Decreasing,Low,High,Low
2812,70,68,9,10,3,Stable,Medium,High,Low
2813,53,70,5,5,2,Increasing,High,High,Low
2814,64,79,5,8,4,Decreasing,High,Low,Low
2815,85,89,8,2,1,Stable,Low,High,Medium
2816,59,56,8,10,2,Increasing,High,High,High
2817,86,50,3,5,3,Stable,Low,High,Low
2818,76,60,8,2,3,Increasing,Low,Low,Medium
2819,64,81,5,2,3,Stable,Low,Low,Medium
2820,48,77,1,3,3,Stable,High,High,High
2821,37,33,9,8,4,Decreasing,High,Low,Medium
2822,55,55,10,10,4,Decreasing,High,High,Low
2823,59,55,5,7,1,Stable,High,Low,High
2824,36,98,1,0,3,Increasing,High,High,Low
2825,96,27,7,10,4,Increasing,High,High,Low
2826,94,45,3,0,2,Increasing,Low,Low,High
2827,65,55,4,6,4,Increasing,Medium,High,High
2828,54,67,7,2,4,Increasing,High,Low,Low
2829,66,47,10,10,1,Decreasing,High,High,Low
2830,30,87,7,6,4,Stable,High,High,High
2831,44,81,5,8,2,Decreasing,High,High,Low
2832,66,99,3,2,3,Increasing,Low,Low,Low
2833,42,95,0,2,0,Stable,Medium,Low,Medium
2834,37,99,6,1,1,Increasing,Low,Low,Low
2835,34,70,7,9,2,Increasing,High,High,High
2836,89,61,8,0,1,Stable,Low,Low,Low
2837,30,48,1,8,3,Increasing,High,High,High
2838,65,29,0,5,4,Decreasing,High,High,Low
2839,64,58,3,5,4,Decreasing,Medium,High,High
2840,95,20,4,7,2,Decreasing,Medium,Low,High
2841,92,58,9,10,3,Increasing,Medium,High,High
2842,52,40,0,4,0,Decreasing,High,High,High
2843,38,84,4,8,0,Increasing,Low,High,Low
2844,63,34,5,10,4,Increasing,Medium,High,High
2845,75,23,2,4,3,Decreasing,Medium,High,Medium
2846,33,79,6,1,3,Decreasing,High,High,Low
2847,59,80,5,5,2,Increasing,High,Low,Medium
2848,32,39,3,8,0,Increasing,High,High,High
2849,43,29,2,2,2,Increasing,Low,High,Low
2850,89,53,4,9,1,Increasing,Medium,High,Medium
2851,74,67,2,3,3,Decreasing,High,Low,High
2852,63,52,9,9,0,Increasing,Low,High,Medium
2853,74,80,8,10,2,Increasing,Medium,High,Medium
2854,90,29,8,7,4,Increasing,Low,High,Low
2855,45,73,5,5,1,Increasing,High,High,Medium
2856,95,84,10,6,2,Increasing,Low,High,High
2857,69,96,5,6,4,Stable,High,High,Medium
2858,46,20,3,3,0,Stable,High,Low,High
2859,63,24,3,5,0,Stable,High,High,High
2860,45,99,1,8,1,Decreasing,High,High,Low
2861,89,34,9,2,4,Increasing,Medium,High,High
2862,95,47,3,7,3,Decreasing,Medium,High,High
2863,95,42,7,6,0,Increasing,Low,High,Low
2864,42,36,9,3,3,Stable,High,Low,High
2865,85,32,1,9,3,Increasing,Low,High,Medium
2866,60,33,8,2,2,Decreasing,Low,High,Low
2867,63,30,0,6,2,Decreasing,Low,High,High
2868,68,47,1,9,0,Increasing,Low,High,Low
2869,96,61,1,8,3,Decreasing,Medium,High,Low
2870,37,80,10,9,2,Stable,High,Low,Medium
2871,84,83,5,2,4,Increasing,Low,Low,High
2872,56,50,6,9,4,Stable,High,Low,Low
2873,82,92,2,8,4,Stable,Medium,High,Low
2874,68,29,10,7,4,Decreasing,High,High,High
2875,94,27,8,2,3,Increasing,Medium,Low,Low
2876,46,40,4,7,4,Stable,High,High,High
2877,59,96,4,3,3,Stable,Low,Low,Medium
2878,82,78,10,5,0,Increasing,Low,High,Low
2879,42,69,3,9,0,Decreasing,High,High,High
2880,50,88,8,1,4,Stable,High,High,Low
2881,48,89,7,7,4,Increasing,Medium,High,High
2882,82,49,3,8,4,Increasing,Medium,High,Low
2883,48,36,3,6,0,Stable,High,High,High
2884,86,94,1,7,2,Stable,Low,High,High
2885,54,39,8,6,0,Stable,High,Low,High
2886,60,67,2,10,4,Decreasing,High,High,High
2887,84,92,3,9,2,Decreasing,High,High,Low
2888,52,21,6,3,2,Increasing,High,Low,Medium
2889,61,56,9,0,1,Increasing,Medium,Low,Low
2890,91,20,7,2,3,Stable,Low,Low,Medium
2891,39,23,7,6,4,Increasing,High,High,Low
2892,83,73,3,10,3,Decreasing,Medium,Low,High
2893,81,44,6,10,1,Increasing,Low,Low,Medium
2894,49,22,9,6,3,Increasing,High,High,High
2895,61,28,0,10,4,Stable,Low,High,Low
2896,43,95,5,2,1,Stable,High,Low,Medium
2897,79,93,5,0,3,Decreasing,Low,Low,Medium
2898,57,53,5,9,0,Increasing,Low,High,Medium
2899,82,62,1,8,2,Increasing,Low,High,Medium
2900,53,93,7,5,1,Increasing,High,High,Low
2901,51,41,4,6,0,Stable,High,High,High
2902,59,89,4,0,4,Decreasing,High,High,High
2903,92,21,1,0,2,Increasing,Low,Low,Low
2904,33,85,3,3,1,Increasing,High,Low,Low
2905,88,51,8,6,2,Increasing,Medium,High,High
2906,37,35,8,10,1,Increasing,High,High,Low
2907,41,95,5,10,1,Decreasing,Medium,High,Medium
2908,60,20,10,7,3,Decreasing,High,High,Low
2909,63,91,8,9,2,Decreasing,High,High,Low
2910,78,67,3,8,2,Stable,High,High,High
2911,86,69,10,0,0,Increasing,Low,Low,Low
2912,55,32,0,3,4,Increasing,High,Low,High
2913,47,34,1,3,0,Increasing,High,Low,Low
2914,67,72,0,2,3,Increasing,Medium,High,Low
2915,79,63,7,6,1,Decreasing,High,High,High
2916,37,27,8,0,3,Stable,High,Low,High
2917,70,93,9,8,3,Stable,High,High,High
2918,35,65,5,7,0,Increasing,High,High,Low
2919,98,88,1,1,1,Decreasing,Medium,High,Low
2920,73,38,5,1,4,Stable,Medium,Low,High
2921,93,57,8,7,3,Stable,Medium,High,High
2922,58,30,2,10,4,Increasing,Low,High,High
2923,57,62,8,0,1,Stable,Low,Low,Low
2924,40,39,1,6,1,Increasing,High,High,Medium
2925,94,39,10,8,0,Decreasing,Medium,High,Medium
2926,48,40,4,2,2,Increasing,High,Low,High
2927,38,76,10,6,0,Stable,Medium,High,Medium
2928,56,69,1,5,4,Increasing,High,High,High
2929,63,93,6,6,0,Increasing,High,High,High
2930,73,45,10,6,1,Increasing,Low,Low,High
2931,97,49,9,9,3,Increasing,Low,High,Low
2932,44,92,8,0,2,Increasing,High,Low,High
2933,80,50,6,2,1,Increasing,Medium,Low,Medium
2934,42,61,4,9,3,Stable,High,High,Medium
2935,78,87,3,0,4,Increasing,Low,Low,Low
2936,99,80,3,4,4,Stable,Low,High,Medium
2937,85,80,9,2,4,Increasing,Medium,Low,High
2938,80,89,7,0,0,Decreasing,Medium,Low,Low
2939,66,97,9,1,4,Increasing,Medium,Low,High
2940,46,87,9,9,4,Stable,High,High,High
2941,87,36,9,4,0,Stable,Medium,High,Low
2942,58,38,9,10,3,Decreasing,High,High,High
2943,62,70,9,2,1,Increasing,High,Low,Low
2944,89,89,0,5,2,Decreasing,Medium,High,High
2945,84,82,4,8,4,Increasing,Medium,High,High
2946,39,94,1,5,4,Increasing,High,High,High
2947,76,99,10,1,4,Stable,Low,High,Medium
2948,52,49,8,1,0,Decreasing,High,Low,High
2949,50,44,6,7,0,Decreasing,High,High,High
2950,42,94,9,10,0,Stable,High,High,High
2951,62,90,7,7,2,Stable,Medium,High,Low
2952,53,45,5,5,1,Decreasing,High,High,Low
2953,40,75,8,9,4,Stable,High,Low,Low
2954,46,41,5,6,3,Increasing,High,High,Low
2955,97,38,6,0,4,Decreasing,Low,Low,High
2956,76,50,6,8,4,Decreasing,Low,High,High
2957,54,45,8,4,4,Stable,High,High,High
2958,50,61,10,8,4,Increasing,Low,Low,Medium
2959,41,60,7,1,1,Decreasing,High,Low,Low
2960,66,42,0,7,3,Decreasing,Medium,High,Low
2961,71,66,3,6,0,Increasing,Low,High,Low
2962,46,32,6,10,3,Stable,High,Low,High
2963,77,85,10,3,4,Stable,High,Low,Low
2964,57,85,7,2,3,Stable,High,High,High
2965,70,35,6,3,4,Stable,Low,Low,High
2966,76,92,2,3,3,Increasing,Medium,Low,Medium
2967,47,47,3,9,2,Increasing,High,High,High
2968,42,96,6,9,3,Decreasing,High,High,Low
2969,42,54,7,7,0,Decreasing,High,Low,Medium
2970,60,60,6,3,0,Increasing,High,Low,High
2971,31,96,5,4,3,Decreasing,High,High,High
2972,45,50,8,1,3,Increasing,High,Low,High
2973,38,51,8,3,1,Stable,High,Low,Low
2974,67,73,10,6,3,Increasing,Low,Low,Low
2975,83,91,6,2,0,Increasing,Low,Low,Low
2976,85,78,7,0,2,Decreasing,Low,Low,Medium
2977,74,60,5,7,0,Increasing,Low,Low,Medium
2978,63,85,0,7,1,Stable,Medium,High,Low
2979,38,73,0,5,3,Stable,High,High,Low
2980,37,59,5,6,2,Decreasing,High,High,High
2981,36,47,1,9,0,Decreasing,High,High,Low
2982,65,56,7,10,2,Increasing,Medium,High,High
2983,47,84,0,1,4,Decreasing,High,Low,Low
2984,32,93,1,4,0,Stable,High,High,High
2985,57,74,7,6,4,Decreasing,High,Low,Low
2986,99,23,5,8,2,Decreasing,Medium,High,High
2987,73,29,9,0,3,Stable,High,Low,High
2988,50,66,1,2,3,Increasing,High,Low,High
2989,57,94,1,5,3,Increasing,High,High,High
2990,83,33,10,6,4,Decreasing,Low,High,High
2991,83,57,6,5,3,Stable,Low,High,Low
2992,94,31,4,0,1,Stable,Low,Low,High
2993,50,64,4,3,0,Stable,Low,Low,Low
2994,42,36,7,5,0,Increasing,High,High,High
2995,86,99,6,7,2,Stable,Medium,High,High
2996,78,54,8,9,4,Stable,High,High,Medium
2997,83,85,3,3,0,Increasing,Low,Low,Medium
2998,39,94,9,6,4,Stable,High,Low,Low
2999,82,60,3,10,2,Increasing,Medium,High,Low
3000,73,86,1,2,3,Decreasing,High,Low,Low
3001,76,48,2,7,2,Decreasing,Low,High,High
3002,82,37,0,0,1,Decreasing,Low,Low,High
3003,75,39,0,3,3,Decreasing,Medium,Low,Low
3004,42,33,6,7,3,Decreasing,High,High,High
